team names,name,description,gender,series_number,series_total,attributes,uuid,hash
,esther-sassy,A rude lady.,Female,86,420,hair: brown; eyes: grey; teeth: none; clothing: animal print; accessories: necklace & earrings; expression: bold; strength: confident; weakness: judgemental,0642a25a-966d-446f-b021-a6d18e7fa0c5,60720fbdf1292017a1ba86faa266e9055ca8822328e87e9271083292bf64ceaa
,ozo-fineboi,A charming person.,Female,87,420,hair: brown; eyes: blue; teeth: none; clothing: aztec print blouse;  accessories: choker & hookah; expression: blank; strength: charismatic; weakness: proud,f2286b4d-fae6-48cb-a686-badec16da1d8,7be3c6c6e3aec2c98f1a7e0f001c6744edea22fd59a045bef399003095dfb0f3
,ade-party-girl,The life of every party.,Female,88,420,hair: brown; eyes: blue; teeth: gap-tooth; clothing: one-sleeved blue top; accessories: none; expression: scary; strength: adventurous; weakness: impulsive,7e3db30c-9faf-430d-ab48-b854fe0456b9,6b76f64187ebef90ef2118465d9f337420cf743676a8c401e2377437a0fdd920
,john-casco,A very observant person.,Female,89,420,hair: black; eyes: blue; teeth: one-sleeved ankara top; accessories: shocked; strength: unpredictable; weakness: loner,2eff88ef-5bc2-4779-917a-533e952e2953,8cbd5c0252af26df6ad143739fea30352b2245815cebb64d4482c3e99c22cdb2
,agha-uwa,A woman of high social class.,Female,90,420,hair: brown; eyes: blue; teeth: none; clothing: ankara top with strap & full sleeve; accessories: earrings; expression: sad; strength: daring; weakness: loner,8478a002-1eba-4a05-8b98-7170c6e39254,51e9566afc02cfe504e1d94a8e7d027e8b2689f199ac111788d8895a6f33b692
,udeme-great,A lady given to adventures.,Female,91,420,hair: purple; eyes: black; teeth: ankara top with blue sleeves; accessories: clueless; strength: decisive; weakness: stubborn,d1476409-6f8b-4be9-8c93-24d9123749c5,77336d87534626069deb05b4a02a865b97dd706fd2dbba5320d16aced2207935
,femi-tech-bro,A rookie in the tech industry.,Female,92,420,hair: brown; eyes: black; teeth: none; clothing: ankara top with blue suspenders; accessories: green necklace; expression: mischievous; strength: creativity; weakness: procastination,ba3ec22a-13d5-4e19-9b7f-aac764fda28c,ad778c6b22076f18ee30509e82e815e961af5bdd78376f1b70856c1e4e6faf40
,sai-baba,A leader of a third-world country.,Female,93,420,hair: brown; eyes: black; teeth: none; clothing: off-shoulder ankara top; accessories: earrings & necklace; expression: anxious; strength: trend spotter; weakness: distracted easily,fdfff369-5b57-4612-9f89-f5d408f24a35,5268e4c97f17d9b0dbf8bebfff542ae5c03a30f9eb4c9f8f8dcc8c71e9d3bb04
,omo-pastor,A devout christian.,Female,94,420,hair: brown; eyes: black; teeth: none; clothing: spaghetti strap ankara top; accessories: green earrings & green necklace; expression: happy; strength: happiness; weakness: too emotional,49e09559-61a6-41ff-811a-272721a7475c,420aa190fccc1b005496d6606d64ce4e5371a6f35b1e706916d5feceeb5d3738
,obi-container,A rich south-easterner.,Female,95,420,hair: brown; eyes: black; teeth: none; clothing: animal print top; accessories: green necklace; expression: surprised; strength: wealthy; weakness: risk taker,4b64cf48-94fa-4aed-8cf2-452974b48ee3,29df4f2d51852f3fd9c92a79a62bdd5263a06e8da2ea21874589e86890252c20
,erigga-international,Superstar from South-South.,Female,96,420,hair: brown; eyes: black; teeth: none; clothing: half ankara; accessories: green necklace & red scrunchie; expression: curious; strength: talented; weakness: overconfident,3ac39a5e-7b0c-4371-b0c8-7cb4b68aed2c,9edcd3773de83bec199350744857f73f51af58543b351373ddd7718440a8ede9
,ayo-web3-bro,Someone with no actual knowledge of basic computer principles.,Female,97,420,hair: brown; eyes: blue; teeth: gap tooth; clothing: sleeveless ankara top; accessories: green necklace; expression: terrified; strength: tolerant; weakness: illiterate,c137ec2b-18cd-4c29-a194-af29ac9e6c1c,e4d239ed5754cc109d4ce051f7ac4b1c71a06975f2febee0c56e80946b431617
,phoebe-queen-bee,A self-centred woman.,Female,98,420,hair: brown flowing hair; eyes: blue; teeth: none; clothing: ankara top; accessories: none; expression: blank; strength: attractive; weakness: gullible,1277e9c0-81dc-4747-89df-a9d2ae4fcf96,a7e676bb9550bf83a51c63fa548c9161ef5a6a8f035f1ba53d91e66b949772cc
,rachel-warri-babe,A highly disciplined woman.,Female,99,420,hair: red braids; eyes: white; teeth: none; clothing: yellow danshiki; accessories: none; expression: blank; strength: assertive; weakness: talkative,19e6af3b-ef2d-46ba-ba05-59fb612ebbee,defc2169eb288688e49c37327c8de3636148a5509802f453e13775e25e046fd0
,adun-preacher,A religious woman.,Female,100,420,hair: black short hair; eyes: blue; teeth: none; clothing: blue paisley print blouse; accessories: ankara bonnet & hookah;  expression: blank; strength: bold; weakness: fake,cc4dfedf-c343-48db-ad67-e39452ec2380,107ac079fe580990de270a665fcdfc3721ee8efbec70be9a01ae2551b4b1ec3f
TEAM CHISEL,adebola-omo-oba,Adebola loves soft life with her fathers wealth.,Female,101,420,hair: brown; eyes: opened; teeth: white; clothing: ankara print ; accessories:none ; expression: staring; strength: bold; outspoken: outspoken; weakness: pride,fbf43611-f267-4cba-bf4b-a3ffdc122589,ce3fc6cef5ddbb05ccf49400416464675e687e9f691eaa2ac16ce3976145ae37
,chichi-the-dancer,Chichi loves dancing and party.,Female,102,420,hair: black; eyes: blue-opened; teeth: none; clothing: ankara print; accessories: none; expression: shocked; strength: dancing; weakness: lovergirl,e7c32b06-7022-49b4-bbe5-81e8c1d58583,f2da6778c0d0468ac5c2a889e8d3eaa445e673a1a0fa57d03752bc5ee701ddc2
,hammed-the-farmer,Hammed owns a farm with his family.,Male,103,420,hair: none; eyes: opened; teeth: none; clothing: brown and cream buba; accessories: nose mask; expression: innocent; strength: farming; weakness: drinking,e57d8985-599e-49da-8d62-fc16b7ac93f2,687030e974bbeb58fc65ae84b7a7e1a4b58f9b39e5597c7f45aaabf3b595d3de
,farida-the-tivlady,Farida is a beautiful Tiv woman.,Female,104,420,hair: brown; eyes: opened; teeth: none; clothing: ankara print; accessories: lipgloss; expression: cool; strength: cooking; weakness: multitasking,31d3e229-003e-43c8-ba82-38f49cf58ccb,fb880a396b9e1cb5fc7c18102a6d5489bf353d35ea33725db93d819c4581eec1
,hannah-the-singer,Hannah loves singing and belongs to choir.,Female,105,420,hair: blonde; eyes: opened; teeth: none; clothing: flower print dress; accessories: earrings; expression: angry; strength: singing; weakness: reading,281f5bd7-5282-458b-9811-e369980e7dee,fddaf62c660ad639f2cf87aa5b6227a40d80573e12bcce459609b22ccbbf3394
,nonso-the-igbogirl,Nonso is a hardworking Igbo girl.,Female,106,420,hair: black; eyes: opened; teeth: none; clothing: leopard print blouse; accessories: none; expression: happy; strength: business; weakness: spending,5cfa76df-8376-4505-af12-78af24f108d6,65d1dfec0112907f32c78caa3b1bd56cc326c20deb6730055cbced69f66a6dff
,shade-olori,Shade loves soft life and makeup.,Female,107,420,hair: black; eyes: blue-opened; teeth: none; clothing: ankara print; accessories: none; expression: none; strength: makeup; weakness: sleeping,1a07ca73-d39b-43e9-a0f1-ef9f5e57d3a9,5749b091e261c75ff49c6e74f5c90b3f6a0fd87b29180d8cd4a122ac2438a434
,quadri-the-teacher,Quadri is a devoted teacher that teaches mathematics.,Male,108,420,hair: none; eyes: opened; teeth: none; clothing: yellow on blue jean; accessories: nose mask; expression: none; strength: teaching; weakness: talking,d96a93e7-17a4-4efe-b09b-02185cc81ce8,250dc04f517c0cb28ecf7e91b92bb3c1690a63f6d527dba3549998587792861d
,Ifeanyi-the-dj,Ifeanyi is a music dj that performs at events.,Male,109,420,hair: none; eyes: opened; teeth: opened; clothing: animal print; accessories: red cap; expression: none; strength: mixing songs; weakness: none,030f665d-2cd7-4376-aef5-4030dad9f2d6,f5555841bb80c120597a83a0e15e03a5f215c532782646d0adf2f2dd5dd62e0f
,fayo-the-yorubademon,Fayo is a yoruba demon with excellent communication skills.,Male,110,420,hair: bald; eyes: opened; teeth: none; clothing: africa print; accessories: mask; expression: none; strength: determined; weakness: steals,e270e278-a9b5-408d-b527-d518239a997b,8079277d26d55422d9d8235ddae7ebacaa31a3d6a87e54475ba8f2ab46966486
,nkechi-the-actress,Nkechi is an international actress that acts in hollywood.,Female,111,420,hair: purpule short hair; eyes: opened; teeth: none; clothing: native print; accessories: smoking; expression: rugged; strength: love; weakness: lie,34b1136d-00b1-4f29-8a03-5b02291d47d5,d2ab360553b9a2cbc427e7ee3a8d7470e12c61b4c4928ca7d8faa5935de45dd7
,hamzat-the-mallam,Hamsat is a mallam doing burea de change for a living.,Male,112,420,hair: bald; eyes: opened; teeth: none; clothing: wrapper; accessories: none; expression: straight; strength: traditional; weakness: diabolic,592eff9f-93b2-4452-a2ed-5d44ebc969db,69cdc432e40a4caa1bdde91d4e475464340420638ea8bd806eb79e47436bd282
,nnena-pretty-girl,Nnena is beautiful girl that loves to talk about her beauty.,Female,113,420,hair: brown bob marley; eyes: open; teeth: covered; clothing: african print; accessories: sucker; expression: none; strength: giver; weakness: possesive,d9477612-ad63-408e-8d12-24679c647b32,867d199855da4a32e364c9b647bd955c76c84855855b4c3fef85f7cb600fc756
,tunde-the-boss,Tunde is a boss that loves to take charge at work.,Male,114,420,hair: capped; eyes: opened; teeth: white; clothing: native cloth; accessories: none; expression: none; strength: cooks well; weakness: bossy,7635c4ee-04f6-4872-bfc9-37e5a73c8fc6,7f21b210bdf70c13e2e8a1cff2f2d44f3b56506a5c85df0c2fc7bd5e1253f131
,nnamdi-the-barber,Nnamdi is a barber that devotes time to perfect his craft.,Male,115,420,hair: brown afro; eyes: open; teeth: smokey; clothing: africa print; accessories: none; expression: none; strength: determined; weakness: loves clubbing,152758f3-9414-45a2-a809-95cb05a3de13,c993a33b48ff85c6690d3afb5c901a25c5d331a9157bc6306e3501de2d6f985a
,amaka-the-hypepriestess,Amaka is can never be intimidated no matter the circumstance. ,Female,116,420,hair: black hair; eyes: opened; teeth: open teeth; clothing: africa print; accessories: none; expression: laughing; strength: independent; weakness: insultive,c7726e84-3c5c-4e66-8677-cbfb5c9ee850,00951d9d6da2892c30bbe9bee84bd1229da79434f01a45163484ba7f88983969
,kemi-foodie,Kemi loves food and can also prepare good meals. ,Female,117,420,hair: black har with scarf; eyes: partly opened; teeth: none; clothing: one hand style; accessories: none; expression: none; strength: can cook very well; weakness: dirtiness,3116cb6f-14c4-4d5a-af57-54253b72a309,050eccf5ef431fbd7a97727f52c41a8bf17e925a76551f08dd19b99714370f20
,ada-the-fashionister,Ada loves fashion that she rarely repeats cloths.,Female,118,420,hair: brown afro; eyes: glasses; teeth: white; clothing: africa print; accessories: none; expression: smiling; strength: successful; weakness: too serious,a14df1c1-7a5a-4a33-8780-0fb01c593da6,7f3a9b33a7244864f808245e9ccaffa797223232f86cd74409b0ef07cd802432
,kayode-the-baller,Kayode loves life and lives it.,Male,119,420,hair: bald; eyes: wide opened; teeth: none; clothing: yellow on jeans; accessories: none; expression: none; strength: swaggy; weakness: loves women,fe17bfdc-c251-4654-8313-1ab793e11748,a980322901398c357c3ef09c0ee1703e4680b5f39c2636a0b2c38b56c2b72025
,kola-of-lagos,Kola is the life of the party everywhere he is.,Male,120,420,hair: bald; eyes: opened; teeth: none; clothing: native; accessories: none; expression: none; strength: intelligent; weakness: shy,df295be1-1509-406e-a263-28a5dee0abca,42f7c6cd0984dc390fb98d227c72a8c64cff4a20b5a9402c099a54c11e5abcbf
TEAM BRAINBOX,azikiwe-popular-trader,Azikiwe is a popular trader.,Male,121,420,hair: none; eyes: blue; teeth: none; clothing: purple and yellow; accessories: cap; expression: happy; strength:strong; weakness shy: weakness shy,7ebde325-8efc-4997-811a-b5686269929e,80cf12e3968ddc5c3e746a085ee3a220d5743a3aae95147db3b87b3763f8f3c1
,obasanjo-funny-guy,Obasanjo is such a sweet guy loves by all. ,Male,122,420,hair:none ;eyes: black; teeth:small open teeth; clothing: sleeveless yellow ankara; accessories:none; expression: serious face; strength:mild; weakness:anger,c136a120-a339-4080-96ca-1c93845c5848,54ff1b6fe3c8d931002cbc5c3c07f8c18a4caae165be7b64dfce1050defd7fb7
,yakubu-village-chief,Yakubu is the best village chieftain.,Male,123,420,hair:none ;eyes: blue; teeth:open white teeth; clothing: black isiagu; accessories:cap; expression:happy; strength:strong; weakness:impatience,5b0c0d26-d204-4264-b579-081ff9df935b,d1bfc48e1a0a4e34b20522ab1f613a4e89cace661656615fc917a812f63dfabe
,abacha-loves-smoking,Abacha loves taking cigarettes.,Male,124,420,hair:cute braided hair ;eyes: black ball white eye; teeth:none; clothing: mixed colors ankara wear; accessories:none; expression:happy;  strength:strong;  weakness: anger,8ac6d95f-0cf3-4f54-9cf2-be8834b3004c,44483e08e9ab11d63bff1d9bc671ef7f40be57dde9e29c16559121b04f2a4c2f
,johnathan-good-leader,Johnathan is very progressive young man.,Male,125,420,hair:punk bearded man ;eyes: closed; teeth:none; clothing: white shirt and senator; accessories:cap; expression:bone face; strength:strong; weakness:pride,241e3713-4ce3-48d0-827f-b282ae2db6c4,354a9da999d14dfa1ef5cde21c17420545b8606269c2833348b41f528a07a36c
,johnathan-genz-kid,Johnathan is zealous.,Male,126,420,hair:none ;eyes: blue;teeth: white; clothing: yellow ankara wear; accessories: traditional cap; expression:happy; strength:strong; weakness:arrogance,90c0ae09-a35f-42ad-b93c-dcf30169acd9,2208a479e57c457048398ded1a560544fbf82594376a1e8c129bd72be7558a4c
,eddy-the-community,Eddy has so much positive energy.,Male,127,420,hair:none ;eyes: blue; teeth:none; clothing: black isiagu wear; accessories: cap; expression: happy; strength: strong; weakness:emotional,5cabf9d9-882b-459e-9253-8c07eb045e2d,4e13b8c0db00642276df9cdbe2313043022ea967462f8f219097f5dfc0c25206
,olu-the-oba,Olu the great ruler in our land.,Male,128,420,hair: purple braided hair ;eyes: black; teeth: none; clothing: mixed color traditional wear; accessories: none; expression: serious face; strength:mild; weakness:anger,04c4b28a-aca0-44b1-a064-ed0d9d2a31ca,a25160f7616999013b241edf2f2480579852fed6f18d930bb60073332d976a71
,edu-the-biggest-trader,Edu is the biggest merchant in west coast.,Male,129,420,hair:none ;eyes: blue; teeth:closed; clothing: black and yellow collar native wear; accessories:cap; expression:happy; strength:strong; weakness:impatience,48d1de5f-5f3f-46aa-b2fd-68420a8e802b,88c0a8448d06a4a9f322b37640ca55f4c7cb2832fa15787b541ac1dfa70cfc1e
,james-importer-and-exporter,James is the sole importer and exporter of spare parts.,Male,130,420,hair:none ;eyes: blue; teeth:none; clothing: purple and yellow; accessories:cap; expression:happy; strength:strong; weakness:pride,22541251-022f-480c-8c1e-cf754dce16d6,3de58f0fa10736f0a71a6b7c85fea144fb4bdb231462ffedb3fafac38976f6ff
,lanre-the-dreaded-guy,Lanre has a great reputation.,Male,131,420,hair: none ;eyes: none; teeth:white; clothing: ankara; accessories:cap; expression: happy; strength:strong; weakness:anger,66a054cd-5541-4000-98aa-8f2e9892d880,72f37a6fc9de28ec3380d077a7dbc6bcf3774ed77c2375fddf1975eebc588149
,olamide-the-street-boy,Olamide has a sweet voice.,Male,132,420,hair:none ;eyes: white; teeth: none; clothing: green and blue; accessories: cap; expression: serious face; strength:strong; weakness:stubborn,d50a35b1-b42e-4e0c-8dd8-9b892b56d371,cadd0d425ef17a3317e56e682fbeefc392aa383e81f757fd34f43d6d613fe9c9
,uche-peace-loving-man,Uche man of peace and discipline.,Male,133,420,hair: yellow ;eyes: blue;teeth:none; clothing: yellow; accessories:none; expression:happy; strength:strong; weakness:emotional,6c9d6eae-2ea2-468c-a2c8-928aaafc084b,b289b73fc1a60eee4a9fb6a687e5145006a88eb9b731d9308dd0a4674518cf92
,dave-the-tech-bro,Dave is a web3 enthusiast.,Male,134,420,hair: none ;eyes: none; teeth:white; clothing: none; accessories:cap; expression: serious face; strength:strong; weakness:none,c0857b11-bf0e-46a4-9108-b8eb93d83e74,d037272754015c82ba5d9c367e9cbaf86bd9f35cf99434c1f99a2823fdc5df31
,obi-the-biggest-humanitarian,Obi loves service to humanity.,Male,135,420,hair:none ;eyes: blue; teeth:white; clothing: brown; accessories:cap; expression:happy; strength: strong; weakness:none,201a408c-7a2e-42d9-a62c-0136c885c211,d2029858ec6184ef6b8b24d7073199c90d9649fd6e05bf1ccdc244ac7943acaa
,precious-the-emotional-girl,Precious is soft hearted and sensitive.,Female,136,420,hair:none ;eyes: white; teeth: white; clothing: yellow and blue; accessories:cap; expression:angry; strength:strong; weakness:none,b6a41ff1-51ce-42f7-9933-85d0a22ced68,905c71da54d0d82d00232a64cca9b2aab402c6134f7d75766729d3384bc174b2
,ella-serious-minded,Ella a dedicated young lady.,Female,137,420,hair: none ;eyes: white;teeth: white; clothing: black and yellow; accessories:cap; expression:happy; strength:strong; weakness:none,04036447-f43e-4bfb-9503-f55c9064b14e,649731bcb17ac7de4ae5fe90263bc145eadc8fd36a6851bd10b9e69026d7c8b3
,cynthia-cute-eyes,Cynthia with priceless cute eyes.,Female,138,420,hair:yellow ;eyes: blue;teeth:none; clothing: blue and yellow; accessories: none; expression: serious face; strength: mild; weakness:pride,5d12847b-6d71-4691-8337-2e6ef3e283b2,c124b28ffa4a22c6cc28529104f8d6439f2eb3938dad7716d61cd9f651beef74
,mary-with-hair,Mary with her beautiful Afro.,Female,139,420,hair: none;eyes: none;teeth:none; clothing: casual ankara; accessories:cap; expression:scared; strength:sensitive; weakness: fearful,98035e8b-6540-4464-8a3c-fdac9f07b168,70d86fc2b8491db2c138f4534813ab67260769a1acc04a7b57e31cbf1330f593
,ada-chewing-bubble-gum,Ada always chewing gum.,Female,140,420,hair: none;eyes: none;teeth: white; clothing: traditional wear; accessories:cap; expression:sassy; strength:decisive; weakness: insensitive,15309dc5-e483-4658-b503-db85ba2c1722,c84d8794d176f77d869cbe8c6ef98780379c83e11790e34d87bf369d5198c9eb
TEAM PLUG,viganem-the-drummer-girl,Known for typically playing the drum for 5 hours per day without a break.,Female,141,420,hair: none;  eyes: none;  teeth: none;  clothing: ankara with drum patterns;  accessories: none;  expression: sumg;  strength: none;  weakness: none,5a5a6f5c-39f3-4beb-ab74-60d3c7a90fd4,e6fa280dc5a790d4f026ba086e468c3cc6f7257dca00a192fca4f804400370d0
,lenusuka-the-big-woman,The lady that loves spending money and buying everybody asaobi.,Female,142,420,hair: purple;  eyes: none;  teeth: none;  clothing: black and blue ankara;  accessories: none;  expression: serious;  strength: none;  weakness: none,e564a43a-ef77-487d-a88e-749d20a09fd8,82bed70c495e9c7228329369c16495511b2aeabc66256e389150ca547b57552d
,enepua-the-clout-queen,The lady that travels all day and enjoys snapping food at restaurants.,Female,143,420,hair: purple;  eyes: none;  teeth: none;  clothing: black ankara with yellow and blue gear pattern;  accessories: none;  expression: chill; strength: none;  weakness: none,6dc7e452-0626-4f4c-a28c-f5db3532e305,6949c178494336e423b90880580fed969a5ad14d33b0f34d024d57975d5b884a
,usifong-queen-of-mushin,Changes her hair every 2 weeks and cannot finish one pure water.,Female,144,420,hair: brown afro;  eyes: none;  teeth: none;  clothing: black ankara with yellow; peach: peach; and blue gear pattern: and blue gear pattern;  accessories: none;  expression: unbothered;  strength: none;  weakness: none,221263d0-8775-49f8-bbf8-4b08b49e1482,899d7bd3baf3ac51bf0e12c69e6e751868dd18a4c4d610b631d2827ead0eee8a
,akinyim-the-clown,"The most interesting christmas clown, known for dancing in prisons and hospitals on christmas eve.",Female,145,420,hair: burgundy dreadlocks;  eyes: none;  teeth: none;  clothing: kente blouse with asymmetric neckline;  accessories: none;  expression: off-standish;  strength: none;  weakness: none,c1070dce-48a1-4ae8-b9a4-d070859a8377,8745d6f0a2c507a786ad70088ae871448891e4cc7d6fadcfb3a3e6963a716248
,zawadi-mr-sleep-everywhere,Likes sleeping in the weirdest places especially in clubs.,Male,146,420,hair: brown; eyes: none; teeth: none; clothing: kente agbada; accessories: none; expression: goofy; strength: none; weakness: none,c22489fe-574b-47f3-9667-c9c798b2d4df,07c9d79db39d030879e960b6ed5c317a0f79efdcc1b4bb81412f08a4c1641ca9
,chepkirui-mr-self-love,Likes taking care of himself and spending on himself.,Male,147,420,hair: burgundy fila cap;  eyes: none;  teeth: none;  clothing: black and kente patterned agbada;  accessories: none;  expression: sleepy;  strength: none;  weakness:none,1a91e778-d214-476b-a667-94e9ecb8b5ce,9aad20c20a304104771e7bb5ff07f3affaa2aa673399c60a6280a4c2462bb9a9
,naserian-the-fear-fear-dancer,A timid and dancer who is always afraid of a large crowd of audience and yet his dance moves can raise the dead.,Male,148,420,hair: face; cap: turned to the side;  eyes: none;  teeth: none;  clothing: yellow and blue ankara;  accessories: none;  expression: warm;  strength: none;  weakness: none,8177cf38-8284-4eb4-b19c-04473bcb3b5e,99145bbdacaf56edc9a7ae9f8d2e9728c417df6a8628d3973c7679ef39842cc4
,wawuda-the-ashawo-of-africa,Brags about his body count and follows skirt anywhere.,Male,149,420,hair: blue cap;  eyes: none;  teeth: none;  clothing: green top with blue overalls;  accessories: none;  expression: fear;  strength: none; weakness: none,0554bf35-f588-4009-aafc-ef875b878c29,76b8bf1949a9ac185db56d0ef24a1f4835379a940619324cea81ff3322b61937
,kerubo-the-igbo-smoker,Loves only his igbo and is happy when he finds an old blunt.,Male,150,420,hair: brown;  eyes: none;  teeth: none;  clothing: brown shirt with dog pattern;  accessories: none;  expression: none;  weakness: none,33ba8e73-7949-4bc7-ba27-37ee1d573946,8f0fb27f5570129d486c463a9b242704f5e46de70af8e0257b96bdcf89bdd9c0
,rehema-the-olodo,Failed primary 5 eight times and like playing football after school.,Male,151,420,hair: teal cap with black and white stripes;  eyes: none;  teeth: none;  clothing: purple shirt with yellow accent;  accessories: none;  expression: euphoric;  strength: none;  weakness: none,1fb33783-4898-48cf-8a73-f81afc71e1a8,ea2b0dcad0a6d9898e07a730b50b85841b6218dae2c156d87a97733b9dd1c70b
,nekesa-the-brainbox,A proposed elite who cannot write a simple speech.,Male,152,420,hair: black and red hat;  eyes: none;  teeth: none;  clothing: monostrap black ankara with yellow and red patterns;  accessories: none; expression: playful;  strength: none;  weakness: none,7ba909bd-19a1-454d-a86c-a45e85cb94a6,912f4f38cbb516f1271488d630dc9bcedd5cec1acac53066f0f925098d01ff74
,kiokoli-the-slowrunner,Always running in every race but never making it to the first 5.,Male,153,420,hair: black and yellow cap;  eyes: none;  teeth: none;  clothing: maroon agbada with yellow accents;  accessories: none;  expression: clueless;  strength: none;  weakness: none,d7027b6c-ae53-4cce-b80d-67aeb7ceb1ba,ebc044aafcec0617a1e3d106b74c3fae503110fdbcc3139196b7190029f43d16
,adjuani-uncle-wire-wire,Mugu money spender that loves spending on women extravagantly.,Male,154,420,hair: red cap;  eyes: none;  teeth: none;  clothing: plain and patterned ankara shirt;  accessories: none;  expression: anxious;  strength: none; weakness: none,36cd959f-d280-41f6-af76-765715c72527,a070295d9824bb059c36a4519c01ccd786683883559ce93ec7fe7a6689dc5030
,ajobaru-a-creative-artist,A lovely artist who is known for creating magical art pieces that can spark a smile.,Male,155,420,hair: black and yellow fila cap;  eyes: none;  teeth: none;  clothing: yelow kente shirt;  accessories: none;  expression: cheerful;  strength: none;  weakness: none,9d262f55-73d7-4b95-9a82-42356dbb085c,e4b93ebc26b6676db3eae320ec19141226af744c1ea99b5657380f691b84e434
,effiadem-the-fireman,A retired military general who always loves shooting at sight.,Male,156,420,hair: brown;  eyes: none;  teeth: none;  clothing: black and kente agbada; accessories: none;  expression: high; strength: none;  weakness: none,a4534fe0-b5ed-41ab-af72-1f2d0ff0fc64,5be96bcd318b087502562a2e29e2420240b7d8e1e8a431a3207f899eed7c7a9a
,deladem-the-commandoo,The nerd who has watched all war movies but cannot fight a kid.,Male,157,420,hair: burgundy cap;  eyes: none;  teeth: none;  clothing: black and kente agbada;  accessories: none;  expression: none;  strength: none;  weakness: none,88106b92-da30-46ad-a3cc-d528683b9e33,1c204716f84933b2997da6a68f7fadf9c8109270e079c331b0a42d39c14b1efa
,dogbeda-the-monger,A fisherman who pracitically live in the river.,Male,158,420,hair: orange and cream cap;  eyes: none;  teeth: none;  clothing: orange and blue denim;  accessories: none;  expression: unbothered;  strength: none;  weakness: none,66a09968-cb92-4378-a588-49947f68c537,833a651fca66616b4674f6250b112d657335a5448dd8674b71b314adb5dff0c5
,enyonyam-our-slay-mama,Posts new pictures everyday and can snub for africa.,Male,159,420,hair: blue cap; eyes: none; teeth: none; clothing: green top with overall; accessories: none; expression: none; strength:none; weakness: none,5e7c7f9d-d631-4759-9b27-cbaccd33d39f,e0c419300faf7f60407327ba591b5e90bbd42f9fd2b3ee26ed303d3e98eec7c4
,lumusi-pro-technician,The electrician well known for wiring burnt buildings.,Male,160,420,hair: red hair; eyes: none; teeth: none; clothing: white top with blue overalls; accessories: none; expression: high; strength: none; weakness: none,b07676a6-c611-410d-8426-46c9c525189a,2329201a6890d4b37e782ddb5e09978fc14d3ff0c8894d771e90b4d05f045d3e
TEAM HEADLIGHT,funmi-the-fashionist,Funmi enjoys fashion and she always takes opportunity to showcase her wardrobe.,Female,161,420,hair: black hair; eyes: none; teeth: none; clothing: aso oke; expression: cool; accessories: head tye and eye glasses; strength: fashion; weakness: men,4f9d99a4-78a2-4fdd-bc30-b027600fa88e,62cb78d9f1d92cf46b32a1162e9b72b163dcd68568e0203b95a29d265d73770d
,bola-the-funky,Bola is a funky fellow but she has another personality no one knows.,Female,162,420,hair: purple shuku; eyes: none; teeth: none; clothing: adire top; expression: neutral; accessories: eye glasses; strength: caring; weakness: snake,ac721b71-cbc5-425c-851f-ee826973f0b9,01d7b750b2494eb5a3baec89be2d474735cf72c101d1df9bbaa05c4b1bbd2b27
,bimpe-the-runzgirl,Be careful with Bimpe because she cac be sensitive.,Female,163,420,hair: purple dreadlock; eyes: none; teeth: none; clothing: one arm ankara; expression: mischievious; accessories: eye glasses; strength: humanitarian; weakness: opposite sex,eaa7662f-6926-468a-9add-e791916ae42b,3af1a670d09ca2f5f4a0a617d9ba358d60cd6da762c4875570d9c6b74a17fbc1
,sola-the-queen,Sola is a princess as she's got the mind of a queen.,Female,164,420,hair: brown long hair; eyes: none; teeth: none; clothing: blouse top; expression: cool; accessories: eye glasses; strength: Strong character; weakness: beauty,d5f23ad3-832a-4d3e-814e-e23f466d18a4,6b7f88f602c2d5759eca06168292128bcdbe1eb52aa6415a49b2f776b2d5db7d
,temi-afro-girl,Temi is know for her funny haircut and this time afro is up.,Female,165,420,hair: orange full hair; eyes: none; teeth: none; clothing: ankara; expression: cool; accessories: eye glasses; strength: loving; weakness: sheepish,4f9d99a4-78a2-4fdd-bc30-b027600fa88e,9032f5ad2d1cdb8a676a17b9fc795097a273de5b99ad051add77114ea7d08b8a
,jonny-the-bravo,Jonny is friendly to all and everybody sees him as kind agile Jonny.,Male,166,420,hair: orange pink; eyes: closed; teeth: candy in mouth; clothing: igbo attire; expression: relaxed; accessories: candy in mouth; strength: helping people; weakness: hastly rash,2b345988-b4b0-453b-ad39-efe1321bc8f1,fa4f0791cdf6dbd0a691747d87bcffcedc8bb615ce3accaf02675ec1e9ee90e6
,tunde-the-bigman,Tunde is the big man on the street and flamboyant life style is his identity.,Male,167,420,hair: none; eyes: closed; teeth: white with one tooth missing; clothing: agbada; expression: resting; accessories: head wear; strength: money; weakness: monkey,56db423e-8b09-453e-b5fc-61f4da9d7a6f,5ec6483b96e6422f6ff8e87ba4aedc5b308d045afae86b063b470ac6330f0795
,joe-the-plain,Plain and simple and no one in town is more gentle that broda Joe.,Male,168,420,hair: none; eyes: watery blue eye; teeth: tongue out; clothing: agbada; expression: happy; accessories: face cap; strength: handling situation; weakness: overthinking,7a3083bd-5aa2-48b5-a30b-4445cc060f57,bf473804e1097fdcbab5d57cf768b563eb655550f6ac789cb43fb117489cd369
